allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)
g00830_00005	g00830	NA	hypothetical protein	90	10	61	1	1	1	0	0	0	0	61	hypothetical protein(61)	NA(61)	351	903	857.75
g00830_00006	g00830	NA	hypothetical protein	90	10	202	1.00	1	2	0	1	0	1	203	hypothetical protein(203)	NA(203)	408	903	897.40
g01520_1_00007	g01520_1	NA	hypothetical protein	90	4	379	1	1	1	1	0	1	0	379	hypothetical protein(380)	NA(380)	501	1233	1174.17
g01042_1_00007	g01042_1	dam	DNA adenine methylase	90	5	379	1.00	1	2	0	1	0	1	380	DNA adenine methylase(380)	dam(380)	354	819	814.63
g00569_2_00011	g00569_2	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	207	207	207.00
g00986_00004	g00986	NA	hypothetical protein	90	9	372	1	1	1	8	0	8	0	372	hypothetical protein(380)	NA(380)	237	2295	2231.45
g00986_00005	g00986	NA	hypothetical protein	90	9	7	1	1	1	3	0	3	0	7	hypothetical protein(10)	NA(10)	726	2286	1595.70
g00980_00004	g00980	rseP	Regulator of sigma-E protease RseP	90	8	379	1.00	1	2	377	1	377	1	380	Regulator of sigma-E protease RseP(380):Phosphatidate cytidylyltransferase(379)	rseP(380):cdsA(379)	198	2181	1069.11
g02567_00004	g02567	NA	hypothetical protein	90	4	368	1	1	1	0	0	0	0	368	hypothetical protein(368)	NA(368)	510	834	763.85
g02567_00005	g02567	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	309	309	309.00
g00277_00009	g00277	srkA	Stress response kinase A	90	21	134	1.01	1	2	0	2	0	2	136	Stress response kinase A(78):hypothetical protein(58)	srkA(78):NA(58)	252	1017	726.18
g00277_00010	g00277	srkA	Stress response kinase A	90	21	18	1	1	1	0	0	0	0	18	Stress response kinase A(18)	srkA(18)	843	1002	993.17
g00277_00011	g00277	srkA	Stress response kinase A	90	21	17	1	1	1	0	0	0	0	17	Stress response kinase A(17)	srkA(17)	1014	1014	1014.00
g00277_00012	g00277	srkA	Stress response kinase A	90	21	3	1	1	1	0	0	0	0	3	Stress response kinase A(3)	srkA(3)	1002	1002	1002.00
g00277_00013	g00277	srkA	Stress response kinase A	90	21	175	1	1	1	1	0	1	0	175	Stress response kinase A(173):hypothetical protein(3)	srkA(173):NA(3)	144	999	985.79
g00277_00014	g00277	srkA	hypothetical protein	90	21	29	1	1	1	0	0	0	0	29	hypothetical protein(24):Stress response kinase A(5)	NA(24):srkA(5)	144	1113	511.55
g00277_00015	g00277	srkA	Stress response kinase A	90	21	1	1	1	1	0	0	0	0	1	Stress response kinase A(1)	srkA(1)	999	999	999.00
g01976_2_00004	g01976_2	NA	hypothetical protein	90	1	103	1	1	1	0	0	0	0	103	hypothetical protein(103)	NA(103)	1521	1521	1521.00
g00193_1_00008	g00193_1	NA	hypothetical protein	90	17	130	1.06	1	2	0	8	0	8	138	hypothetical protein(138)	NA(138)	294	354	353.57
g00193_1_00009	g00193_1	NA	hypothetical protein	90	17	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	354	354	354.00
g00172_2_00007	g00172_2	NA	hypothetical protein	90	14	366	1.08	1	2	7	30	7	30	396	hypothetical protein(403)	NA(403)	228	2628	2552.65
g00622_00004	g00622	ppc	Phosphoenolpyruvate carboxylase	90	7	378	1	1	1	7	0	7	0	378	Phosphoenolpyruvate carboxylase(386)	ppc(386)	324	2316	2262.27
g03144_00004	g03144	NA	hypothetical protein	90	1	5	1	1	1	1	0	1	0	5	hypothetical protein(6)	NA(6)	603	1251	1062.50
g01604_2_00014	g01604_2	NA	hypothetical protein	90	3	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	531	531	531.00
g01604_2_00015	g01604_2	NA	hypothetical protein	90	3	39	1	1	1	0	0	0	0	39	hypothetical protein(39)	NA(39)	516	516	516.00
g01604_2_00016	g01604_2	NA	hypothetical protein	90	3	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	324	324	324.00
g00991_2_00012	g00991_2	traI	Multifunctional conjugation protein TraI	90	7	4	1.25	1	2	0	1	0	1	5	Multifunctional conjugation protein TraI(4):hypothetical protein(1)	traI(4):NA(1)	297	5916	4737.00
g00991_2_00013	g00991_2	traI	Multifunctional conjugation protein TraI	90	7	1	1	1	1	0	0	0	0	1	Multifunctional conjugation protein TraI(1)	traI(1)	5943	5943	5943.00
g00991_2_00014	g00991_2	traI	Multifunctional conjugation protein TraI	90	7	1	1	1	1	0	0	0	0	1	Multifunctional conjugation protein TraI(1)	traI(1)	5943	5943	5943.00
g03844_00004	g03844	ansA	L-asparaginase 1	90	2	378	1.01	1	3	0	1	0	2	380	L-asparaginase 1(380)	ansA(380)	174	1011	1007.59
g00601_00004	g00601	hhoA	hypothetical protein	90	5	33	1.12	1	4	1	2	1	4	37	hypothetical protein(33):Putative serine protease HhoA(4):dTDP-3-amino-3%2C4%2C6-trideoxy-alpha-D-glucopyranose(1)	NA(33):hhoA(4):desVI(1)	282	1455	883.82
g00601_00005	g00601	NA	hypothetical protein	90	5	19	1	1	1	0	0	0	0	19	hypothetical protein(19)	NA(19)	474	918	887.53
g00601_00006	g00601	NA	hypothetical protein	90	5	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	366	366	366.00
g01647_00004	g01647	NA	hypothetical protein	90	3	376	1	1	1	2	0	2	0	376	hypothetical protein(378)	NA(378)	327	744	737.22
g00154_1_00008	g00154_1	NA	hypothetical protein	90	18	305	1.01	1	2	0	2	0	2	307	hypothetical protein(307)	NA(307)	192	822	815.89
g02009_1_00007	g02009_1	tnpA	Transposase for transposon Tn5	90	3	120	1.08	1	2	1	10	1	10	130	Transposase for transposon Tn5(131)	tnpA(131)	477	1452	1437.37
g00787_1_00008	g00787_1	NA	hypothetical protein	90	7	41	1	1	1	0	0	0	0	41	hypothetical protein(41)	NA(41)	624	624	624.00
g00787_1_00009	g00787_1	NA	hypothetical protein	90	7	12	1	1	1	0	0	0	0	12	hypothetical protein(12)	NA(12)	618	618	618.00
g00787_1_00010	g00787_1	NA	hypothetical protein	90	7	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	573	573	573.00
g00787_1_00011	g00787_1	NA	hypothetical protein	90	7	59	1	1	1	0	0	0	0	59	hypothetical protein(59)	NA(59)	417	567	541.58
g03369_00004	g03369	pyrH	Uridylate kinase	90	3	378	1	1	1	1	0	1	0	378	Uridylate kinase(379)	pyrH(379)	141	744	742.04
g01796_00004	g01796	dnaE	DNA polymerase III subunit alpha	90	2	379	1	1	1	4	0	4	0	379	DNA polymerase III subunit alpha(383)	dnaE(383)	1215	3447	3410.98
g04065_00004	g04065	rppH	RNA pyrophosphohydrolase	90	1	378	1.01	1	4	0	1	0	3	381	RNA pyrophosphohydrolase(381)	rppH(381)	252	528	527.06
g02377_2_00006	g02377_2	argE	Acetylornithine deacetylase	90	4	11	1.45	1	2	0	5	0	5	16	Acetylornithine deacetylase(16)	argE(16)	327	1182	969.56
g02377_2_00007	g02377_2	argE	Acetylornithine deacetylase	90	4	1	1	1	1	0	0	0	0	1	Acetylornithine deacetylase(1)	argE(1)	1185	1185	1185.00
g00330_00004	g00330	NA	hypothetical protein	90	17	379	1	1	1	3	0	3	0	379	hypothetical protein(382)	NA(382)	240	861	854.32
g00960_00004	g00960	yejM	Inner membrane protein YejM	90	6	374	1	1	1	2	0	2	0	374	Inner membrane protein YejM(376)	yejM(376)	558	1914	1887.75
g01320_00004	g01320	serC	Phosphoserine aminotransferase	90	5	378	1	1	1	1	0	1	0	378	Phosphoserine aminotransferase(379)	serC(379)	165	1107	1047.98
g00933_00004	g00933	aroK	Shikimate kinase 1	90	12	69	1.01	1	2	0	1	0	1	70	Shikimate kinase 1(70)	aroK(70)	771	780	773.57
g00933_00005	g00933	aroK	Shikimate kinase 1	90	12	8	1	1	1	0	0	0	0	8	Shikimate kinase 1(8)	aroK(8)	780	780	780.00
g00933_00006	g00933	aroK	Shikimate kinase 1	90	12	17	1	1	1	1	0	1	0	17	Shikimate kinase 1(17):Spore germination protein GerE(1)	aroK(17):gerE(1)	234	780	736.17
g00933_00007	g00933	aroK	Shikimate kinase 1	90	12	2	1	1	1	0	0	0	0	2	Shikimate kinase 1(2)	aroK(2)	780	780	780.00
g03298_3_00005	g03298_3	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	678	678	678.00
g00135_00004	g00135	NA	hypothetical protein	90	25	379	1.01	1	2	3	4	3	4	383	hypothetical protein(386)	NA(386)	159	1788	1195.32
g02521_1_00005	g02521_1	NA	hypothetical protein	90	1	117	1	1	1	0	0	0	0	117	hypothetical protein(117)	NA(117)	492	630	493.18
g02778_2_00005	g02778_2	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	222	222	222.00
g02322_00004	g02322	zitB	putative cation efflux system protein	90	4	374	1	1	1	3	0	3	0	374	putative cation efflux system protein(373):hypothetical protein(3):Zinc transporter ZitB(1)	NA(376):zitB(1)	129	912	903.81
g02268_2_00004	g02268_2	cph2	Phytochrome-like protein cph2	90	1	29	1	1	1	0	0	0	0	29	Phytochrome-like protein cph2(29)	cph2(29)	1542	1704	1553.17
g00134_00013	g00134	NA	hypothetical protein	90	55	192	1.31	1	3	17	55	17	59	251	hypothetical protein(268)	NA(268)	207	810	743.72
g00134_00014	g00134	NA	hypothetical protein	90	55	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	810	810	810.00
g00134_00015	g00134	NA	hypothetical protein	90	55	191	1.04	1	2	0	7	0	7	198	hypothetical protein(198)	NA(198)	804	807	806.97
g00134_00016	g00134	NA	hypothetical protein	90	55	28	1	1	1	0	0	0	0	28	hypothetical protein(28)	NA(28)	804	804	804.00
g00134_00017	g00134	NA	hypothetical protein	90	55	68	1	1	1	0	0	0	0	68	hypothetical protein(68)	NA(68)	804	804	804.00
g00134_00018	g00134	NA	hypothetical protein	90	55	23	1	1	1	0	0	0	0	23	hypothetical protein(23)	NA(23)	804	804	804.00
g00134_00019	g00134	NA	hypothetical protein	90	55	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	807	807	807.00
g01207_00004	g01207	yfcG	Disulfide-bond oxidoreductase YfcG	90	9	373	1.00	1	2	0	1	0	1	374	Disulfide-bond oxidoreductase YfcG(374)	yfcG(374)	210	654	622.97
g00853_00004	g00853	pbuE	Purine efflux pump PbuE	90	12	349	1	1	1	2	0	2	0	349	Purine efflux pump PbuE(349):hypothetical protein(2)	pbuE(349):NA(2)	171	1149	1141.19
g00853_00005	g00853	pbuE	Purine efflux pump PbuE	90	12	30	1	1	1	1	0	1	0	30	Purine efflux pump PbuE(31)	pbuE(31)	501	1146	1109.03
g01050_00004	g01050	cypB	Peptidyl-prolyl cis-trans isomerase B	90	11	377	1.00	1	2	0	1	0	1	378	Peptidyl-prolyl cis-trans isomerase B(377):Peptidyl-prolyl cis-trans isomerase A(1)	cypB(377):ppiA(1)	204	567	565.90
g01432_00004	g01432	NA	hypothetical protein	90	6	379	1.00	1	2	1	1	1	1	380	hypothetical protein(381)	NA(381)	222	1806	1796.22
g00856_00006	g00856	NA	hypothetical protein	90	11	39	1.03	1	2	0	1	0	1	40	hypothetical protein(40)	NA(40)	2748	2811	2806.72
g00856_00007	g00856	NA	hypothetical protein	90	11	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2796	2796	2796.00
g00856_00008	g00856	NA	hypothetical protein	90	11	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	2832	2832	2832.00
g00856_00009	g00856	NA	hypothetical protein	90	11	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2814	2814	2814.00
g00856_00010	g00856	NA	hypothetical protein	90	11	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2799	2799	2799.00
g02361_00004	g02361	NA	hypothetical protein	90	4	379	1	1	1	3	0	3	0	379	hypothetical protein(382)	NA(382)	360	1245	1229.75
g00716_00004	g00716	NA	hypothetical protein	90	6	228	1	1	1	37	0	37	0	228	hypothetical protein(287)	NA(287)	540	2898	2240.95
g00503_1_00005	g00503_1	pilE1	Fimbrial protein	90	9	321	1	1	1	0	0	0	0	321	Fimbrial protein(321)	pilE1(321)	414	414	414.00
g00503_1_00006	g00503_1	pilE1	Fimbrial protein	90	9	58	1.02	1	2	0	1	0	1	59	Fimbrial protein(58):Pilin-like competence factor ComP(1)	pilE1(58):comP(1)	414	546	452.03
g02748_00004	g02748	cadA	putative cadmium-transporting ATPase	90	4	158	1.03	1	2	1	4	1	4	162	putative cadmium-transporting ATPase(163)	cadA(163)	504	1908	1436.34
g00489_1_00021	g00489_1	NA	hypothetical protein	90	12	7	1	1	1	5	0	5	0	7	hypothetical protein(12)	NA(12)	213	585	415.25
g00489_1_00022	g00489_1	NA	hypothetical protein	90	12	1	5	5	5	0	1	0	4	5	hypothetical protein(5)	NA(5)	477	477	477.00
g00489_1_00023	g00489_1	NA	hypothetical protein	90	12	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	468	468	468.00
g00489_1_00024	g00489_1	NA	hypothetical protein	90	12	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	216	216	216.00
g00489_1_00025	g00489_1	NA	hypothetical protein	90	12	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	192	192	192.00
g00489_1_00026	g00489_1	NA	hypothetical protein	90	12	37	1	1	1	0	0	0	0	37	hypothetical protein(37)	NA(37)	474	474	474.00
g00489_1_00027	g00489_1	NA	hypothetical protein	90	12	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	333	333	333.00
g00489_1_00028	g00489_1	NA	hypothetical protein	90	12	4	1	1	1	2	0	2	0	4	hypothetical protein(6)	NA(6)	384	1026	647.00
g00489_1_00029	g00489_1	NA	hypothetical protein	90	12	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	159	159	159.00
g00878_1_00026	g00878_1	NA	hypothetical protein	90	6	7	1	1	1	1	0	1	0	7	hypothetical protein(8)	NA(8)	210	486	361.50
g00878_1_00027	g00878_1	NA	hypothetical protein	90	6	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	213	213	213.00
g00878_1_00028	g00878_1	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	204	204	204.00
g00878_1_00029	g00878_1	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	414	414	414.00
g00878_1_00030	g00878_1	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	285	285	285.00
g00199_1_00004	g00199_1	ankX	hypothetical protein	90	15	340	1	1	1	110	0	110	0	340	hypothetical protein(326):Phosphocholine transferase AnkX(104):Actin-binding protein(20)	NA(346):ankX(104)	183	2961	1109.12
g00958_1_00012	g00958_1	rmlA	Glucose-1-phosphate thymidylyltransferase	90	5	379	1.00	1	2	1	1	1	1	380	Glucose-1-phosphate thymidylyltransferase(380):Group II intron-encoded protein LtrA(1)	rmlA(380):ltrA(1)	234	876	873.09
g01109_00004	g01109	ptlF	1-deoxy-11-beta-hydroxypentalenate dehydrogenase	90	8	338	1	1	1	1	0	1	0	338	1-deoxy-11-beta-hydroxypentalenate dehydrogenase(338):hypothetical protein(1)	ptlF(338):NA(1)	399	849	846.00
g01109_00005	g01109	ptlF	1-deoxy-11-beta-hydroxypentalenate dehydrogenase	90	8	23	1	1	1	0	0	0	0	23	1-deoxy-11-beta-hydroxypentalenate dehydrogenase(23)	ptlF(23)	846	846	846.00
g01109_00006	g01109	ptlF	1-deoxy-11-beta-hydroxypentalenate dehydrogenase	90	8	18	1	1	1	0	0	0	0	18	1-deoxy-11-beta-hydroxypentalenate dehydrogenase(18)	ptlF(18)	846	846	846.00
g01242_00004	g01242	NA	hypothetical protein	90	8	317	1.00	1	2	1	1	1	1	318	hypothetical protein(319)	NA(319)	291	1254	1248.17
g01521_00004	g01521	NA	hypothetical protein	90	8	30	1	1	1	0	0	0	0	30	hypothetical protein(30)	NA(30)	453	1224	1198.20
g01521_00005	g01521	NA	hypothetical protein	90	8	15	1	1	1	0	0	0	0	15	hypothetical protein(15)	NA(15)	1080	1224	1214.40
g00154_4_00010	g00154_4	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	822	822	822.00
g00154_4_00011	g00154_4	NA	hypothetical protein	90	2	1	2	2	2	0	1	0	1	2	hypothetical protein(2)	NA(2)	822	822	822.00
g00819_00004	g00819	NA	hypothetical protein	90	7	379	1	1	1	3	0	3	0	379	hypothetical protein(382)	NA(382)	216	996	986.33
g01710_2_00016	g01710_2	xerC	Tyrosine recombinase XerC	90	3	2	1	1	1	0	0	0	0	2	Tyrosine recombinase XerC(2)	xerC(2)	1392	1392	1392.00
g01710_2_00017	g01710_2	NA	hypothetical protein	90	3	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	468	468	468.00
g01710_2_00018	g01710_2	xerD	Tyrosine recombinase XerD	90	3	2	1	1	1	0	0	0	0	2	Tyrosine recombinase XerD(2)	xerD(2)	789	789	789.00
g00471_00004	g00471	proP	Proline/betaine transporter	90	6	378	1	1	1	3	0	3	0	378	Proline/betaine transporter(380):hypothetical protein(1)	proP(380):NA(1)	261	1239	1223.05
g03492_1_00011	g03492_1	NA	hypothetical protein	90	1	118	1	1	1	0	0	0	0	118	hypothetical protein(118)	NA(118)	597	669	668.39
g00211_1_00013	g00211_1	NA	hypothetical protein	90	14	236	1.94	1	5	209	157	362	222	458	hypothetical protein(920)	NA(920)	126	966	432.99
g02385_00004	g02385	nqo3	NADH-quinone oxidoreductase chain 3	90	5	376	1	1	1	1	0	1	0	376	NADH-quinone oxidoreductase chain 3(375):Assimilatory nitrate reductase catalytic subunit(1):NADH-quinone oxidoreductase subunit G(1)	nqo3(375):nasC(1):nuoG(1)	627	2352	2339.78
g00240_5_00016	g00240_5	lexA	LexA repressor	90	1	2	1	1	1	0	0	0	0	2	LexA repressor(2)	lexA(2)	528	528	528.00
g04796_00004	g04796	dnaB	Replicative DNA helicase	90	1	377	1	1	1	3	0	3	0	377	Replicative DNA helicase(380)	dnaB(380)	300	1383	1371.25
g02122_00008	g02122	cpdA	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA	90	6	32	1	1	1	0	0	0	0	32	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(32)	cpdA(32)	807	807	807.00
g02122_00009	g02122	NA	hypothetical protein	90	6	17	1	1	1	0	0	0	0	17	hypothetical protein(17)	NA(17)	261	261	261.00
g02122_00010	g02122	NA	hypothetical protein	90	6	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	363	375	372.27
g02122_00011	g02122	cpdA	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA	90	6	22	1	1	1	0	0	0	0	22	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(22)	cpdA(22)	336	336	336.00
g02122_00012	g02122	cpdA	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA	90	6	13	1	1	1	0	0	0	0	13	3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA(12):hypothetical protein(1)	cpdA(12):NA(1)	300	807	768.00
g03772_00004	g03772	NA	hypothetical protein	90	2	379	1	1	1	1	0	1	0	379	hypothetical protein(380)	NA(380)	303	1458	1452.76
g00694_00004	g00694	NA	hypothetical protein	90	11	378	1	1	1	3	0	3	0	378	hypothetical protein(381)	NA(381)	237	1836	1753.33
g02909_00007	g02909	NA	hypothetical protein	90	3	15	1	1	1	0	0	0	0	15	hypothetical protein(15)	NA(15)	387	414	390.60
g02909_00008	g02909	NA	hypothetical protein	90	3	12	1	1	1	0	0	0	0	12	hypothetical protein(12)	NA(12)	372	372	372.00
g00176_2_00073	g00176_2	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	147	147	147.00
g02764_00004	g02764	lysU	Lysine--tRNA ligase%2C heat inducible	90	2	379	1	1	1	1	0	1	0	379	Lysine--tRNA ligase%2C heat inducible(379):Lysine--tRNA ligase(1)	lysU(379):lysS(1)	150	1491	1486.26
g00791_2_00017	g00791_2	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	312	312	312.00
g01448_00004	g01448	NA	hypothetical protein	90	5	377	1	1	1	3	0	3	0	377	hypothetical protein(380)	NA(380)	300	1578	1565.19
g03298_1_00006	g03298_1	hin	DNA-invertase hin	90	1	13	1.08	1	2	0	1	0	1	14	DNA-invertase hin(14)	hin(14)	549	549	549.00
g00964_00004	g00964	NA	hypothetical protein	90	7	106	1	1	1	0	0	0	0	106	hypothetical protein(106)	NA(106)	603	903	698.12
g00964_00005	g00964	NA	hypothetical protein	90	7	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	390	903	809.73
g00964_00006	g00964	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	906	906	906.00
g00964_00007	g00964	NA	hypothetical protein	90	7	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	543	543	543.00
g02441_2_00008	g02441_2	appB	Cytochrome bd-II ubiquinol oxidase subunit 2	90	1	6	1	1	1	0	0	0	0	6	Cytochrome bd-II ubiquinol oxidase subunit 2(6)	appB(6)	1020	1020	1020.00
g03595_00004	g03595	NA	hypothetical protein	90	1	5	1	1	1	1	0	1	0	5	hypothetical protein(6)	NA(6)	651	1524	1267.00
g00579_1_00010	g00579_1	NA	hypothetical protein	90	13	376	1	1	1	0	0	0	0	376	hypothetical protein(376)	NA(376)	369	528	459.87
g00579_1_00011	g00579_1	NA	hypothetical protein	90	13	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	432	432	432.00
g01438_00004	g01438	bprV	Extracellular basic protease	90	6	379	1	1	1	2	0	2	0	379	Extracellular basic protease(379):hypothetical protein(2)	bprV(379):NA(2)	495	1689	1679.37
g01359_00004	g01359	NA	hypothetical protein	90	5	379	1	1	1	1	0	1	0	379	hypothetical protein(380)	NA(380)	204	447	445.10
g02208_2_00004	g02208_2	NA	hypothetical protein	90	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	771	771	771.00
g02406_00004	g02406	prpD	2-methylcitrate dehydratase	90	3	377	1	1	1	2	0	2	0	377	2-methylcitrate dehydratase(379)	prpD(379)	525	1455	1441.74
g02159_00007	g02159	NA	hypothetical protein	90	6	2	2	2	2	0	2	0	2	4	hypothetical protein(4)	NA(4)	156	381	268.50
g02159_00008	g02159	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	381	381	381.00
g02159_00009	g02159	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	294	294	294.00
g02159_00010	g02159	NA	hypothetical protein	90	6	24	1	1	1	0	0	0	0	24	hypothetical protein(24)	NA(24)	381	381	381.00
g02159_00011	g02159	NA	hypothetical protein	90	6	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	381	381	381.00
g00412_00004	g00412	NA	hypothetical protein	90	16	264	1.00	1	2	50	1	50	1	265	hypothetical protein(315)	NA(315)	264	969	634.41
g00412_00005	g00412	NA	hypothetical protein	90	16	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	330	762	742.36
g00412_00006	g00412	NA	hypothetical protein	90	16	23	1	1	1	0	0	0	0	23	hypothetical protein(23)	NA(23)	768	768	768.00
g01295_00004	g01295	NA	hypothetical protein	90	8	379	1	1	1	1	0	1	0	379	hypothetical protein(380)	NA(380)	351	1167	1160.84
g00369_3_00008	g00369_3	NA	hypothetical protein	90	1	14	1	1	1	0	0	0	0	14	hypothetical protein(14)	NA(14)	162	162	162.00
g02392_00004	g02392	flhA	Flagellar biosynthesis protein FlhA	90	1	379	1	1	1	4	0	4	0	379	Flagellar biosynthesis protein FlhA(383)	flhA(383)	252	2079	2054.58
g00313_2_00020	g00313_2	NA	hypothetical protein	90	5	379	1	1	1	0	0	0	0	379	hypothetical protein(379)	NA(379)	273	273	273.00
g00358_00004	g00358	NA	hypothetical protein	90	16	377	1	1	1	2	0	2	0	377	hypothetical protein(379)	NA(379)	216	1125	1118.21
g02376_00004	g02376	NA	hypothetical protein	90	2	6	1.17	1	2	2	1	2	1	7	hypothetical protein(10)	NA(10)	435	4113	2045.10
g02455_1_00007	g02455_1	NA	putative Fe(2+)-trafficking protein	90	4	379	1	1	1	0	0	0	0	379	putative Fe(2+)-trafficking protein(379)	NA(379)	270	270	270.00
g01753_2_00009	g01753_2	NA	hypothetical protein	90	2	7	1.43	1	3	0	2	0	3	10	hypothetical protein(10)	NA(10)	690	1272	1193.70
g01753_2_00010	g01753_2	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1260	1260	1260.00
g01348_00004	g01348	NA	hypothetical protein	90	9	379	1	1	1	1	0	1	0	379	hypothetical protein(380)	NA(380)	249	561	559.50
g02269_00004	g02269	slt	Soluble lytic murein transglycosylase	90	3	379	1	1	1	2	0	2	0	379	Soluble lytic murein transglycosylase(381)	slt(381)	492	1782	1769.37
g00965_00004	g00965	NA	hypothetical protein	90	9	379	1	1	1	2	0	2	0	379	hypothetical protein(381)	NA(381)	234	897	890.05
g02558_1_00005	g02558_1	NA	hypothetical protein	90	1	42	1	1	1	0	0	0	0	42	hypothetical protein(42)	NA(42)	354	354	354.00
g03197_00004	g03197	NA	hypothetical protein	90	2	111	1	1	1	5	0	5	0	111	hypothetical protein(116)	NA(116)	318	3291	3070.27
g02926_00004	g02926	NA	hypothetical protein	90	4	2	2	2	2	0	2	0	2	4	hypothetical protein(4)	NA(4)	381	381	381.00
g02926_00005	g02926	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	381	381	381.00
g02926_00006	g02926	NA	hypothetical protein	90	4	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	309	309	309.00
g00289_3_00005	g00289_3	NA	hypothetical protein	90	1	75	1.05	1	2	1	4	1	4	79	hypothetical protein(80)	NA(80)	171	1206	1074.79
g00189_1_00005	g00189_1	yloB	Calcium-transporting ATPase 1	90	14	302	1.05	1	2	5	15	6	15	317	Calcium-transporting ATPase 1(319):Calcium-transporting ATPase(5)	NA(319):yloB(5)	354	2709	2570.05
g02194_2_00007	g02194_2	NA	hypothetical protein	90	2	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	732	732	732.00
g02194_2_00008	g02194_2	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	732	732	732.00
g00779_2_00006	g00779_2	prfA	Peptide chain release factor 1	90	1	1	1	1	1	0	0	0	0	1	Peptide chain release factor 1(1)	prfA(1)	408	408	408.00
g02328_2_00005	g02328_2	NA	hypothetical protein	90	1	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	897	897	897.00
g00489_4_00033	g00489_4	NA	hypothetical protein	90	1	1	3	3	3	1	1	2	2	3	hypothetical protein(6)	NA(6)	348	396	369.50
